;vm_id;vm_type;task;vm_start;input_data;task_start;task_end;output_data;vm_end;volume;allocation_cost
231826;VM 383;0;514/ID00513;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
232492;VM 382;0;515/ID00514;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
233158;VM 381;0;516/ID00515;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
233824;VM 380;0;517/ID00516;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
234490;VM 379;0;518/ID00517;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
235156;VM 378;0;519/ID00518;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
235822;VM 377;0;520/ID00519;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
236488;VM 376;0;521/ID00520;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
237154;VM 375;0;522/ID00521;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
237820;VM 374;0;523/ID00522;56.99999832;1.68e-06;58.0;94.0;;94.0;108.0;111.00000503999999
238486;VM 373;0;524/ID00523;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
239152;VM 372;0;525/ID00524;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
239818;VM 371;0;526/ID00525;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
240514;VM 400;0;527/ID00526;56.99999832;1.68e-06;58.0;94.0;;94.0;108.0;111.00000503999999
241180;VM 399;0;528/ID00527;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
241846;VM 398;0;529/ID00528;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
242512;VM 397;0;530/ID00529;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
243178;VM 396;0;531/ID00530;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
243844;VM 395;0;532/ID00531;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
244510;VM 394;0;533/ID00532;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
244934;VM 146;0;534/ID00533;56.99999832;1.68e-06;57.0;92.33333333333334;;92.33333333333334;106.0;124.0
245495;VM 40;0;535/ID00534;56.99999832;1.68e-06;57.0;92.66666666666666;;92.66666666666666;107.0;126.99999999999999
246250;VM 128;0;536/ID00535;57.99999832;1.68e-06;58.0;93.0;;93.0;105.0;129.0
247196;VM 412;0;537/ID00536;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
247862;VM 411;0;538/ID00537;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
248528;VM 410;0;539/ID00538;56.99999832;1.68e-06;58.0;94.0;;94.0;108.0;111.00000503999999
249194;VM 409;0;540/ID00539;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
249860;VM 408;0;541/ID00540;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
250526;VM 407;0;542/ID00541;57.99999832;1.68e-06;59.0;95.0;;95.0;108.0;111.00000503999999
251192;VM 406;0;543/ID00542;57.99999832;1.68e-06;59.0;94.66666666666666;;94.66666666666666;107.0;110.00000503999999
251858;VM 405;0;544/ID00543;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
252524;VM 404;0;545/ID00544;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
253190;VM 403;0;546/ID00545;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
253856;VM 402;0;547/ID00546;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
254522;VM 401;0;548/ID00547;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
255211;VM 423;0;549/ID00548;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
255877;VM 422;0;550/ID00549;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
256543;VM 421;0;551/ID00550;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
257209;VM 420;0;552/ID00551;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
257875;VM 419;0;553/ID00552;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
258541;VM 418;0;554/ID00553;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
259207;VM 417;0;555/ID00554;56.99999832;1.68e-06;58.0;92.66666666666666;;92.66666666666666;104.0;107.00000503999999
259873;VM 416;0;556/ID00555;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
260539;VM 415;0;557/ID00556;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
261205;VM 414;0;558/ID00557;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
261871;VM 413;0;559/ID00558;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
262262;VM 132;0;560/ID00559;57.99999832;1.68e-06;58.0;92.66666666666666;;92.66666666666666;104.0;126.99999999999999
262928;VM 131;0;561/ID00560;57.99999832;1.68e-06;58.0;93.0;;93.0;105.0;130.0
263594;VM 130;0;562/ID00561;57.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;131.0
264552;VM 426;0;563/ID00562;57.99999832;1.68e-06;59.0;94.66666666666666;;94.66666666666666;107.0;110.00000503999999
265218;VM 425;0;564/ID00563;57.99999832;1.68e-06;59.0;94.66666666666666;;94.66666666666666;107.0;110.00000503999999
265884;VM 424;0;565/ID00564;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
266277;VM 145;0;566/ID00565;56.99999832;1.68e-06;57.0;92.33333333333334;;92.33333333333334;106.0;127.0
267223;VM 429;0;567/ID00566;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
267889;VM 428;0;568/ID00567;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
268555;VM 427;0;569/ID00568;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
269229;VM 434;0;570/ID00569;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
269895;VM 433;0;571/ID00570;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
270561;VM 432;0;572/ID00571;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
271227;VM 431;0;573/ID00572;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
271893;VM 430;0;574/ID00573;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
272272;VM 137;0;575/ID00574;57.99999832;1.68e-06;58.0;92.66666666666666;;92.66666666666666;104.0;126.99999999999999
273266;VM 469;0;576/ID00575;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
273932;VM 468;0;577/ID00576;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
274598;VM 467;0;578/ID00577;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
275264;VM 466;0;579/ID00578;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
275930;VM 465;0;580/ID00579;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
276596;VM 464;0;581/ID00580;56.99999832;1.68e-06;58.0;92.66666666666666;;92.66666666666666;104.0;107.00000503999999
277262;VM 463;0;582/ID00581;56.99999832;1.68e-06;58.0;94.0;;94.0;108.0;111.00000503999999
277928;VM 462;0;583/ID00582;57.99999832;1.68e-06;59.0;94.66666666666666;;94.66666666666666;107.0;110.00000503999999
278594;VM 461;0;584/ID00583;57.99999832;1.68e-06;59.0;95.0;;95.0;108.0;111.00000503999999
279260;VM 460;0;585/ID00584;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
279926;VM 459;0;586/ID00585;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
280592;VM 458;0;587/ID00586;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
281258;VM 457;0;588/ID00587;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
281924;VM 456;0;589/ID00588;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
282590;VM 455;0;590/ID00589;56.99999832;1.68e-06;58.0;92.66666666666666;;92.66666666666666;104.0;107.00000503999999
283256;VM 454;0;591/ID00590;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
283922;VM 453;0;592/ID00591;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
284588;VM 452;0;593/ID00592;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
285254;VM 451;0;594/ID00593;57.99999832;1.68e-06;59.0;94.66666666666666;;94.66666666666666;107.0;110.00000503999999
285920;VM 450;0;595/ID00594;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
286586;VM 449;0;596/ID00595;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
287252;VM 448;0;597/ID00596;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
287918;VM 447;0;598/ID00597;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
288584;VM 446;0;599/ID00598;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
289250;VM 445;0;600/ID00599;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
289916;VM 444;0;601/ID00600;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
290582;VM 443;0;602/ID00601;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
291248;VM 442;0;603/ID00602;56.99999832;1.68e-06;58.0;94.0;;94.0;108.0;111.00000503999999
291914;VM 441;0;604/ID00603;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
292580;VM 440;0;605/ID00604;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
293246;VM 439;0;606/ID00605;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
293912;VM 438;0;607/ID00606;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
294578;VM 437;0;608/ID00607;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
295244;VM 436;0;609/ID00608;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
295910;VM 435;0;610/ID00609;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
296618;VM 476;0;611/ID00610;57.99999832;1.68e-06;59.0;94.66666666666666;;94.66666666666666;107.0;110.00000503999999
297284;VM 475;0;612/ID00611;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
297950;VM 474;0;613/ID00612;56.99999832;1.68e-06;58.0;94.0;;94.0;108.0;111.00000503999999
298616;VM 473;0;614/ID00613;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
299282;VM 472;0;615/ID00614;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
299948;VM 471;0;616/ID00615;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
300614;VM 470;0;617/ID00616;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
300841;VM 25;0;618/ID00617;56.99999832;1.68e-06;57.0;92.0;;92.0;105.0;124.0
301512;VM 29;0;619/ID00618;56.99999832;1.68e-06;57.0;92.0;;92.0;105.0;124.0
302628;VM 483;0;620/ID00619;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
303294;VM 482;0;621/ID00620;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
303960;VM 481;0;622/ID00621;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
304626;VM 480;0;623/ID00622;57.99999832;1.68e-06;59.0;93.66666666666666;;93.66666666666666;104.0;107.00000503999999
305292;VM 479;0;624/ID00623;57.99999832;1.68e-06;59.0;94.66666666666666;;94.66666666666666;107.0;110.00000503999999
305958;VM 478;0;625/ID00624;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
306624;VM 477;0;626/ID00625;57.99999832;1.68e-06;59.0;94.66666666666666;;94.66666666666666;107.0;110.00000503999999
307300;VM 486;0;627/ID00626;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
307966;VM 485;0;628/ID00627;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
308632;VM 484;0;629/ID00628;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
309336;VM 521;0;630/ID00629;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
310002;VM 520;0;631/ID00630;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
310668;VM 519;0;632/ID00631;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
311334;VM 518;0;633/ID00632;57.99999832;1.68e-06;59.0;95.0;;95.0;108.0;111.00000503999999
312000;VM 517;0;634/ID00633;56.99999832;1.68e-06;58.0;92.66666666666666;;92.66666666666666;104.0;107.00000503999999
312666;VM 516;0;635/ID00634;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
313332;VM 515;0;636/ID00635;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
313998;VM 514;0;637/ID00636;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
314664;VM 513;0;638/ID00637;57.99999832;1.68e-06;59.0;93.66666666666666;;93.66666666666666;104.0;107.00000503999999
315330;VM 512;0;639/ID00638;56.99999832;1.68e-06;58.0;94.0;;94.0;108.0;111.00000503999999
315996;VM 511;0;640/ID00639;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
316662;VM 510;0;641/ID00640;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
317328;VM 509;0;642/ID00641;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
317994;VM 508;0;643/ID00642;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
318660;VM 507;0;644/ID00643;56.99999832;1.68e-06;58.0;92.66666666666666;;92.66666666666666;104.0;107.00000503999999
319326;VM 506;0;645/ID00644;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
319992;VM 505;0;646/ID00645;56.99999832;1.68e-06;58.0;92.66666666666666;;92.66666666666666;104.0;107.00000503999999
320658;VM 504;0;647/ID00646;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
321324;VM 503;0;648/ID00647;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
321990;VM 502;0;649/ID00648;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
322656;VM 501;0;650/ID00649;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
323322;VM 500;0;651/ID00650;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
323988;VM 499;0;652/ID00651;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
324654;VM 498;0;653/ID00652;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
325320;VM 497;0;654/ID00653;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
325986;VM 496;0;655/ID00654;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
326652;VM 495;0;656/ID00655;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
327318;VM 494;0;657/ID00656;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
327984;VM 493;0;658/ID00657;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
328650;VM 492;0;659/ID00658;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
329316;VM 491;0;660/ID00659;58.99999832;1.68e-06;60.0;95.0;;95.0;105.0;108.00000503999999
329982;VM 490;0;661/ID00660;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
330648;VM 489;0;662/ID00661;56.99999832;1.68e-06;58.0;94.0;;94.0;108.0;111.00000503999999
331314;VM 488;0;663/ID00662;56.99999832;1.68e-06;58.0;94.0;;94.0;108.0;111.00000503999999
331980;VM 487;0;664/ID00663;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
332691;VM 531;0;665/ID00664;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
333357;VM 530;0;666/ID00665;57.99999832;1.68e-06;59.0;94.66666666666666;;94.66666666666666;107.0;110.00000503999999
334023;VM 529;0;667/ID00666;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
334689;VM 528;0;668/ID00667;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
335355;VM 527;0;669/ID00668;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
336021;VM 526;0;670/ID00669;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
336687;VM 525;0;671/ID00670;56.99999832;1.68e-06;58.0;92.66666666666666;;92.66666666666666;104.0;107.00000503999999
337353;VM 524;0;672/ID00671;57.99999832;1.68e-06;59.0;94.66666666666666;;94.66666666666666;107.0;110.00000503999999
338019;VM 523;0;673/ID00672;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
338685;VM 522;0;674/ID00673;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
338917;VM 82;0;675/ID00674;56.99999832;1.68e-06;57.0;92.0;;92.0;105.0;124.0
339568;VM 66;0;676/ID00675;57.99999832;1.68e-06;58.0;94.0;;94.0;108.0;130.0
340230;VM 61;0;677/ID00676;57.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;129.0
340896;VM 60;0;678/ID00677;57.99999832;1.68e-06;58.0;93.0;;93.0;105.0;132.0
341561;VM 58;0;679/ID00678;57.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;131.0
342227;VM 57;0;680/ID00679;57.99999832;1.68e-06;58.0;93.0;;93.0;105.0;131.0
342893;VM 56;0;681/ID00680;57.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;132.0
344061;VM 562;0;682/ID00681;57.99999832;1.68e-06;59.0;94.66666666666666;;94.66666666666666;107.0;110.00000503999999
344727;VM 561;0;683/ID00682;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
345393;VM 560;0;684/ID00683;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
346059;VM 559;0;685/ID00684;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
346725;VM 558;0;686/ID00685;57.99999832;1.68e-06;59.0;93.66666666666666;;93.66666666666666;104.0;107.00000503999999
347391;VM 557;0;687/ID00686;57.99999832;1.68e-06;59.0;95.0;;95.0;108.0;111.00000503999999
348057;VM 556;0;688/ID00687;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
348723;VM 555;0;689/ID00688;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
349389;VM 554;0;690/ID00689;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
350055;VM 553;0;691/ID00690;57.99999832;1.68e-06;59.0;95.0;;95.0;108.0;111.00000503999999
350721;VM 552;0;692/ID00691;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
351387;VM 551;0;693/ID00692;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
352053;VM 550;0;694/ID00693;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
352719;VM 549;0;695/ID00694;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
353385;VM 548;0;696/ID00695;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
354051;VM 547;0;697/ID00696;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
354717;VM 546;0;698/ID00697;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
355383;VM 545;0;699/ID00698;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
356049;VM 544;0;700/ID00699;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
356715;VM 543;0;701/ID00700;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
357381;VM 542;0;702/ID00701;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
358047;VM 541;0;703/ID00702;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
358713;VM 540;0;704/ID00703;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
359379;VM 539;0;705/ID00704;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
360045;VM 538;0;706/ID00705;56.99999832;1.68e-06;58.0;94.0;;94.0;108.0;111.00000503999999
360711;VM 537;0;707/ID00706;56.99999832;1.68e-06;58.0;94.0;;94.0;108.0;111.00000503999999
361377;VM 536;0;708/ID00707;57.99999832;1.68e-06;59.0;94.66666666666666;;94.66666666666666;107.0;110.00000503999999
362043;VM 535;0;709/ID00708;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
362709;VM 534;0;710/ID00709;56.99999832;1.68e-06;58.0;92.66666666666666;;92.66666666666666;104.0;107.00000503999999
363375;VM 533;0;711/ID00710;57.99999832;1.68e-06;59.0;94.66666666666666;;94.66666666666666;107.0;110.00000503999999
364041;VM 532;0;712/ID00711;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
364808;VM 632;0;713/ID00712;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
365474;VM 631;0;714/ID00713;57.99999832;1.68e-06;59.0;95.0;;95.0;108.0;111.00000503999999
366140;VM 630;0;715/ID00714;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
366806;VM 629;0;716/ID00715;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
367472;VM 628;0;717/ID00716;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
368138;VM 627;0;718/ID00717;56.99999832;1.68e-06;58.0;94.0;;94.0;108.0;111.00000503999999
368804;VM 626;0;719/ID00718;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
369470;VM 625;0;720/ID00719;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
370136;VM 624;0;721/ID00720;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
370802;VM 623;0;722/ID00721;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
371468;VM 622;0;723/ID00722;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
372134;VM 621;0;724/ID00723;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
372800;VM 620;0;725/ID00724;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
373466;VM 619;0;726/ID00725;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
374132;VM 618;0;727/ID00726;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
374798;VM 617;0;728/ID00727;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
375464;VM 616;0;729/ID00728;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
376130;VM 615;0;730/ID00729;56.99999832;1.68e-06;58.0;93.66666666666666;;93.66666666666666;107.0;110.00000503999999
376796;VM 614;0;731/ID00730;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
377462;VM 613;0;732/ID00731;56.99999832;1.68e-06;58.0;93.33333333333334;;93.33333333333334;106.0;109.00000503999999
378128;VM 612;0;733/ID00732;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
378794;VM 611;0;734/ID00733;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
379460;VM 610;0;735/ID00734;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
380126;VM 609;0;736/ID00735;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
380792;VM 608;0;737/ID00736;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
381458;VM 607;0;738/ID00737;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
382124;VM 606;0;739/ID00738;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
382790;VM 605;0;740/ID00739;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
383456;VM 604;0;741/ID00740;57.99999832;1.68e-06;59.0;94.66666666666666;;94.66666666666666;107.0;110.00000503999999
384122;VM 603;0;742/ID00741;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
384788;VM 602;0;743/ID00742;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
385454;VM 601;0;744/ID00743;56.99999832;1.68e-06;58.0;93.0;;93.0;105.0;108.00000503999999
386120;VM 600;0;745/ID00744;57.99999832;1.68e-06;59.0;94.33333333333334;;94.33333333333334;106.0;109.00000503999999
386786;VM 599;0;746/ID00745;57.99999832;1.68e-06;59.0;94.0;;94.0;105.0;108.00000503999999
